id,name,slug,status,status_slug,category,category_slug,city,city_slug,address,map_link,phone,phone2,email,website,certificate_start,certificate_end,certificate_link,supervisor_name,supervisor_phone,supervisor_email,logo_url,keywords,created_at,updated_at
484,,macatyrau-zhk,Сертифицированные,sertifikattalgan,Молочные продукты,sut-onimderi,Мангистауская обл.,mangystau-oblysy,"Маңғыстау облысы, Бейнеу а/о, Бейнеу ауылы, ө/а №1, құрылым №10","https://www.google.kz/maps/place/%D0%91%D0%B5%D0%B9%D0%BD%D0%B5%D1%83/@45.3096283,55.1009828,12z/data=!3m1!4b1!4m5!3m4!1s0x41bef60a7a3a2ee5:0xd3b3e9317e2b5276!8m2!3d45.3222362!4d55.181848?hl=ru",8 747 777 00 49,,molzavod-adil@mail.ru,,,,,Іздібай Бегенұлы,+7 775 603 21 90,izdibay-90@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/686/24f/1ed/68624f1ed1bda728493698.jpg'},,[],[]
483,,sarhan-zhk,Сертифицированные,sertifikattalgan,Полуфабрикаты,muzdatylgan-zhartylaj-dajyn-onimderi,г. Алматы,almaty-qalasy,"город Алматы, Алатауский р-н,   мкр. Теректы, квартал КазМиС, 70/8",https://2gis.kz/almaty/inside/9430047374976206/firm/70000001063277577/76.799854%2C43.23603?m=76.799793%2C43.236077%2F16,87073301409,,globalhalalfood@gmail.com,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': None},,[],[]
481,,qurman-ajbek-bulatuly-zhk,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Алматы,almaty-qalasy,"Алматы қаласы, С.Сейфуллин көшесі 416, корпус 2",https://2gis.kz/almaty/search/COFFEE%20ORIGINAL/firm/70000001095601458/76.931831%2C43.264395?m=76.89413%2C43.242884%2F11.79,8778730998,,,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/67f/c99/77b/67fc9977ba417347719248.jpeg'},,[],[]
480,,alasha-zhk,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Алматы,almaty-qalasy,"ҚР, Алматы қаласы, Жандосов көшесі, 58/1",https://2gis.kz/almaty/branches/70000001026826017/firm/70000001093493661/76.896978%2C43.230705?m=76.89716%2C43.230569%2F15.59,8 747 526 15 47,,,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/67f/c99/b8a/67fc99b8a240d798643903.jpeg'},,[],[]
479,,eldoskz-zhshs,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Алматы,almaty-qalasy,"ҚР, Алматы қаласы, Шұғылы ш.а, 340/33 үй, 78",https://2gis.kz/almaty/branches/70000001026826017/firm/70000001095601395/76.78855%2C43.212485?m=76.89413%2C43.242884%2F11.79,8708248 12 67,,,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/67f/39c/092/67f39c092f542003442668.jpeg'},,[],[]
478,,shifa-zhshs,Истекшие,merzimi-ayaqtaldy,Общественное питание,tamaqtanu-oryndary,Мангистауская обл.,mangystau-oblysy,"Маңғыстау облысы, Ақтау қаласы, 19 ықшам ауданы, 34/4",https://2gis.kz/aktau/branches/70000001082649954/firm/70000001082649955/51.151418%2C43.679921,87089192267,,,,,,,Іздібай Бегенұлы,+7 775 603 21 90,izdibay-90@mail.ru,https://halaldamu.kz{'path': None},,[],[]
477,,sp-ooo-milk-euro-food,Истекшие,merzimi-ayaqtaldy,Молочные продукты,sut-onimderi,Республика Узбекистан,ozbekstan-respublikasy,"Ташкентская область, город Чирчик, улица Тикланиш 5А","https://www.google.kz/maps/place/%D0%A7%D0%B8%D1%80%D1%87%D0%B8%D0%BA,+%D0%A3%D0%B7%D0%B1%D0%B5%D0%BA%D0%B8%D1%81%D1%82%D0%B0%D0%BD/@41.4648927,69.4987799,12z/data=!3m1!4b1!4m8!1m2!2m1!1z0KLQsNGI0LrQtdC90YLRgdC60LDRjyDQvtCx0LvQsNGB0YLRjCwg0LPQvtGA0L7QtCDQp9C40YDRh9C40LosINGD0LvQuNGG0LAg0KLQuNC60LvQsNC90LjRiCA10JA!3m4!1s0x38aee35228dd3583:0xada61b5fb7a25e4!8m2!3d41.488801!4d69.5857077?hl=ru",+998 97 444 90 22,,eyupov.e@milkeurofood.com,,,,,Сарыбаев Қазбек,8 701 351 09 38,kazybek-kaz@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/601/f92/ffe/601f92ffe0aa7965037086.png'},,[],[]
476,,maryam-zhk,Сертифицированные,sertifikattalgan,Колбасное производство,shuzhyq-ondirisi,Жамбылская обл.,zhambyl-oblysy,"Тараз қаласы, Исатай көшесі, 1б",https://2gis.kz/taraz/geo/70030076205203699?m=71.334633%2C42.91241%2F16,8 701 101 19 80,,–,,,,,Аблайхан Кәріпбаев,8 702 732 00 42,medrese_hibatulla@mail.ru,https://halaldamu.kz{'path': None},,[],[]
475,,bqzh-halyal-zhshs,Сертифицированные,sertifikattalgan,Молочные продукты,sut-onimderi,Костанайская обл.,qostanaj-oblysy,"ҚР, Қостанай қаласы, Курганская көшесі 2Б",https://2gis.kz/kostanay/inside/70030076493810843/firm/70000001094078958?m=63.692046%2C53.247812%2F16,8 705 832 31 67  /  8 705 452 00 53,,,,,,,Балахмет Алишер,8 775 108 38 18,alisherbt_94@mail.ru,https://halaldamu.kz{'path': None},,[],[]
474,,batys-nyq-zhshs,Истекшие,merzimi-ayaqtaldy,Птицеферма,qus-fabrikasy,Алматинская обл.,almaty-oblysy,,,,,,,,,,Жұмабеков Жанәбіл,,abdurrahman_2013@bk.ru,https://halaldamu.kz{'path': None},,[],[]
473,,dzhumabekova-zhk,Истекшие,merzimi-ayaqtaldy,Мясной магазин,et-dukeni,г. Караганда,qaragandy-qalasy,"Теміртау қаласы,Чернышевский көшесі.",https://2gis.kz/karaganda/geo/11822687756224656?m=72.94357%2C50.059578%2F15.61,+7 7758070427,,disharkul@gmail.com,,,,,Амангелді Асқаров,8 777 517 04 49,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/679/b9b/810/679b9b810c65a944657155.png'},,[],[]
472,,imran-zhk,Сертифицированные,sertifikattalgan,Фастфуд,fast-fud-onimderi,г. Караганда,qaragandy-qalasy,"Қарағанды қаласы, Н.Төреқұлов көшесі, 14",https://m.2gis.kz/karaganda/firm/70000001046126880?m=73.167947%2C49.777598%2F17,8 705 179 97 22,,karinka2020m@gmail.com,,,,,Амангелді Асқаров,8 777 517 04 49,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/676/ad3/f81/676ad3f811e5c162383058.jpeg'},,[],[]
471,,makinskaya-pticefabrika-zhshs,Сертифицированные,sertifikattalgan,Птицеферма,qus-fabrikasy,Акмолинская обл.,aqmola-oblysy,"Бұланды ауданы, Макинск қаласы,Северо-западная промышленная зона,4","https://www.google.kz/maps/place/%D0%91%D1%83%D0%BB%D0%B0%D0%BD%D0%B4%D1%8B+020000/@52.6494618,70.4678749,15z/data=!3m1!4b1!4m5!3m4!1s0x424c32bd6e62a655:0xa213c78b9074773e!8m2!3d52.6507786!4d70.4751959?hl=ru",+7 7056581995,,Alyona.lina@mpf.kz,,,,,Муталов Науан,8 701 335 77 15,Nauanhazret_kz@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/5ff/d37/b5d/5ffd37b5dc62a128680515.jpg'},,[],[]
470,,ecotmin-zhshs,Сертифицированные,sertifikattalgan,Кондитерские изделия,konditerlik-onimderi,Абай облысы,abaj-oblysy,"Семей қаласы, Глинка көшесі, 73г",https://2gis.kz/semey/branches/70000001064193938/firm/70000001064193939/80.215585%2C50.39751,8775 456 80 46,,seleubaev1990@mail.ru,,,,,Сыздықов Ардақ,+7777 495 22 68,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/665/d46/ffd/665d46ffdfa39751641082.jpg'},,[],[]
468,,otau-zhk,Сертифицированные,sertifikattalgan,Полуфабрикаты,muzdatylgan-zhartylaj-dajyn-onimderi,Туркестанская обл.,turkistan-oblysy,"ҚР, Түркістан облысы, Сайрам ауданы, Манкент ауылы, А.Курбанов көшесі, 32.","https://www.google.com/maps/place/%D1%83%D0%BB.+%D0%90+%D0%9A%D1%83%D1%80%D0%B1%D0%B0%D0%BD%D0%BE%D0%B2,+%D0%90%D0%BA%D1%81%D1%83%D0%BA%D0%B5%D0%BD%D1%82/@42.4604735,69.81366,17z/data=!3m1!4b1!4m10!1m2!2m1!1z0prQoCwg0KLSr9GA0LrRltGB0YLQsNC9INC-0LHQu9GL0YHRiywg0KHQsNC50YDQsNC8INCw0YPQtNCw0L3Riywg0JzQsNC90LrQtdC90YIg0LDRg9GL0LvRiywg0JAu0JrRg9GA0LHQsNC90L7QsiDQutOp0YjQtdGB0ZYsIDMyLg!3m6!1s0x38a8fae25d6b855b:0x9b55821e6538b165!8m2!3d42.4604735!4d69.81366!15sCoIB0prQoCwg0KLSr9GA0LrRltGB0YLQsNC9INC-0LHQu9GL0YHRiywg0KHQsNC50YDQsNC8INCw0YPQtNCw0L3Riywg0JzQsNC90LrQtdC90YIg0LDRg9GL0LvRiywg0JAu0JrRg9GA0LHQsNC90L7QsiDQutOp0YjQtdGB0ZYsIDMyLpIBBXJvdXRl4AEA!16s%2Fg%2F11f30flhpt?hl=ru",+7 701 207 07 07,,otau.pik@bk.ru,,,,,Мұстафа Калджанович,‪+7 771 634 8484‬,,https://halaldamu.kz{'path': None},,[],[]
467,,kaisar-et-zhk,Сертифицированные,sertifikattalgan,Мясной магазин,et-dukeni,Жамбылская обл.,zhambyl-oblysy,"Тараз қаласы, Мыңбұлақ ықшам ауданы, 58А",https://2gis.kz/taraz/firm/70000001051749319?m=71.336641%2C42.884083%2F164,8 708 584 20 16,,,,,,,Аблайхан Кәріпбаев,8 702 732 00 42,medrese_hibatulla@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/664/b07/21a/664b0721a628c783342735.jpg'},,[],[]
466,,bekbauova-zhm-zhk,Сертифицированные,sertifikattalgan,Полуфабрикаты,muzdatylgan-zhartylaj-dajyn-onimderi,Актюбинская обл.,aqtobe-oblysy,"ҚР, Ақтөбе қаласы, 12 м/а, Әл-Фараби көшесі, 2.",https://2gis.kz/aktobe/search/%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%90%D0%BB%D1%8C-%D0%A4%D0%B0%D1%80%D0%B0%D0%B1%D0%B8%2C%2012-%D0%B9%20%D0%BC%D0%B8%D0%BA%D1%80%D0%BE%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%202/geo/70030076156792625/57.184694%2C50.273493?m=57.186556%2C50.273615%2F18.21,+7 776 111 80 10,,ip-bekbauovnurbol@mail.ru,,,,,Алмат Амангелдіұлы,+7 771 168 9070,almat.ali@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/63c/0fc/550/63c0fc550eb21013445731.jpeg'},,[],[]
465,,fast-food-street-zhk,Сертифицированные,sertifikattalgan,Кондитерские изделия,konditerlik-onimderi,г. Чимкент,shymkent-qalasy," город Шымкент, улица Акжелкен, 94",https://2gis.kz/shymkent/firm/70000001083774495?m=69.655092%2C42.386125%2F16,8776 111 80 10 /  8776 070 0404,,,,,,,Сарыбаев Қазбек,8 701 351 09 38,kazybek-kaz@mail.ru,https://halaldamu.kz{'path': None},,[],[]
464,,zaruhat-zhk,Сертифицированные,sertifikattalgan,Фастфуд,fast-fud-onimderi,Мангистауская обл.,mangystau-oblysy,"ҚР, Ақтау қаласы, 30-шағын ауданы, 171/1",https://2gis.kz/aktau/firm/70000001078983700?m=51.162452%2C43.67643%2F16,8707 923 16 00,,bizen_zaru@mail.ru,,,,,Іздібай Бегенұлы,+7 775 603 21 90,izdibay-90@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/601/cdd/2e6/601cdd2e610ca445410724.jpg'},,[],[]
463,,altaj-zhk,Сертифицированные,sertifikattalgan,Мясной магазин,et-dukeni,г. Караганда,qaragandy-qalasy,"Қарағанды қаласы, Молоков көшесі, 123/11",https://2gis.kz/karaganda/firm/70000001081066045?m=73.100026%2C49.782881%2F16,8707 923 16 00,,aubakiroverzhan95@gmail.cocm,,,,,Амангелді Асқаров,8 777 517 04 49,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/679/b9b/cd7/679b9bcd74fb8754396007.png'},,[],[]
462,,al-shifa-life-zhshs,Сертифицированные,sertifikattalgan,Комбикорм,kombikorm,г. Алматы,almaty-qalasy,"город Алматы, Турксибский район , мкр. Нуршашкан 152/2",https://2gis.kz/almaty/geo/9430047375021358?m=77.012724%2C43.321696%2F16,,,,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/662/f28/e23/662f28e23eaf6986857742.png'},,[],[]
460,,dostyk-zhol-kompani-zhshs,Истекшие,merzimi-ayaqtaldy,Мясной магазин,et-dukeni,ЗКО,bqo,"БҚО, Ақсай қаласы, 5 мкрн., 6 үй","https://www.google.com/maps/place/5-%D0%B9+%D0%BC%D0%B8%D0%BA%D1%80%D0%BE%D1%80%D0%B0%D0%B9%D0%BE%D0%BD,+%D0%90%D0%BA%D1%81%D0%B0%D0%B9/@51.1637835,53.0228949,17.75z/data=!4m6!3m5!1s0x4170a2c359ee6653:0xbec434d51db23c71!8m2!3d51.1621056!4d53.0312696!16s%2Fg%2F1w4vhgst?entry=ttu",,,,,,,,Асылбеков Асхат,8 775 990 93 63,asik07-07@mail.ru,https://halaldamu.kz{'path': None},,[],[]
457,,yasmin-zheke-kasipkerligi,Истекшие,merzimi-ayaqtaldy,Полуфабрикаты,muzdatylgan-zhartylaj-dajyn-onimderi,Атырауская обл.,atyrau-oblysy,"ҚР, Атырау қаласы, Ж.Досмұхамедов көшесі, 1д.","https://www.google.kz/maps/place/%D1%83%D0%BB.+%D0%A5%D0%B0%D0%BB%D0%B5%D0%BB+%D0%94%D0%BE%D1%81%D0%BC%D1%83%D1%85%D0%B0%D0%BC%D0%B5%D0%B4%D0%BE%D0%B2+1,+%D0%90%D1%82%D1%8B%D1%80%D0%B0%D1%83/@47.1155264,51.8993622,730m/data=!3m2!1e3!4b1!4m5!3m4!1s0x41a3e993af860a19:0x454c2042ee15c8d3!8m2!3d47.1155228!4d51.9015509",8 701 882 52 11,,mv.atyrau@gmail.com,,,,,Амангелдиев Ақылбек,+7 702 202 2329,i.e.bekjan@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/625/cd7/3a9/625cd73a998c1918313709.png'},,[],[]
456,,sakieva-zhk,Сертифицированные,sertifikattalgan,Мясной магазин,et-dukeni,г. Астана,nur-sultan-qalasy,"Астана қаласы, Таскескен көшесі, 17 Б",https://2gis.kz/astana/firm/70000001057578210?m=71.4831%2C51.130202%2F16,87760071190,,kz.bakhtiyaz@gmail.com,,,,,Дулат Қадырұлы,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/669/4fa/f3a/6694faf3abcfe321384125.jpg'},,[],[]
455,,zhk-aq-niet,Сертифицированные,sertifikattalgan,Фастфуд,fast-fud-onimderi,Жамбылская обл.,zhambyl-oblysy,"ҚР, Тараз қаласы, Айтиева көшесі, 32.",https://2gis.kz/taraz/firm/70000001051545972?m=71.373304%2C42.893947%2F16,87074146222,,,,,,,Аблайхан Кәріпбаев,8 702 732 00 42,medrese_hibatulla@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/668/d13/4fe/668d134fe4dd7772772117.jpg'},,[],[]
454,,asaubaev-zhk,Сертифицированные,sertifikattalgan,Фастфуд,fast-fud-onimderi,Алматинская обл.,almaty-oblysy,"ҚР, Жамбыл облысы, Аса ауылы, 018 есептік квартал, 226 құрылым.","https://www.google.com/maps/place/Asa/@43.0361865,71.0729542,13z/data=!3m1!4b1!4m10!1m2!2m1!1z0prQoCwg0JbQsNC80LHRi9C7INC-0LHQu9GL0YHRiywg0JDRgdCwINCw0YPRi9C70YssIDAxOCDQtdGB0LXQv9GC0ZbQuiDQutCy0LDRgNGC0LDQuywgMjI2INKb0rHRgNGL0LvRi9C8Lg!3m6!1s0x38a7a73fbbde01c1:0xe7ed6eba48e6c613!8m2!3d43.033839!4d71.150793!15sCmrSmtCgLCDQltCw0LzQsdGL0Lsg0L7QsdC70YvRgdGLLCDQkNGB0LAg0LDRg9GL0LvRiywgMDE4INC10YHQtdC_0YLRltC6INC60LLQsNGA0YLQsNC7LCAyMjYg0pvSsdGA0YvQu9GL0LwukgEIbG9jYWxpdHngAQA!16s%2Fg%2F1hc0g9ny9?entry=ttu",+7 707 847 61 79,,asaubaev72@mail.ru,,,,,Жұмабеков Жанәбіл,,abdurrahman_2013@bk.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/67a/1f9/640/67a1f96405c2a197624875.png'},,[],[]
453,,hukm-zhshs,Сертифицированные,sertifikattalgan,Профилактика,profilaktika,г. Алматы,almaty-qalasy," КР, город Алматы, проспект Аль-Фараби, 89/4",https://2gis.kz/almaty/geo/9430047374971535?m=76.911383%2C43.214261%2F18,,,daydayastana@gmail.com,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': None},,[],[]
452,,ulytau-enterprise-zhshs,Сертифицированные,sertifikattalgan,Жарма өнімдері,zharma-nimderi,Алматинская обл.,almaty-oblysy,,,+7 776 776 14 88,,mdn_SF@mail.ru,,,,,Жұмабеков Жанәбіл,,abdurrahman_2013@bk.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/662/f1a/ec3/662f1aec33be8318377580.jpg'},,[],[]
451,,nur-daulet-zhk,Сертифицированные,sertifikattalgan,Колбасное производство,shuzhyq-ondirisi,г. Чимкент,shymkent-qalasy,"Еңбек ауданы, Абдулла-Абат тұрғын үй алабы,13/40","https://www.google.kz/maps/place/%D0%A8%D1%8B%D0%BC%D0%BA%D0%B5%D0%BD%D1%82/@42.3417991,69.5197657,12z/data=!3m1!4b1!4m5!3m4!1s0x38a8f256546681bb:0xa167b582e75b369b!8m2!3d42.3416847!4d69.590101?hl=ru",+77756380000 +77066380000,,gairatworld@gmail.com,,,,,Сарыбаев Қазбек,8 701 351 09 38,kazybek-kaz@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/633/6ae/0b6/6336ae0b69631023027510.jpeg'},,[],[]
450,,keremet-zhk,Сертифицированные,sertifikattalgan,Полуфабрикаты,muzdatylgan-zhartylaj-dajyn-onimderi,г. Караганда,qaragandy-qalasy,"Бұхар Жырау ауданы, Ғ.Мустафин кенті, Корниенко көшесі,18",https://2gis.kz/karaganda/firm/70000001055615142?m=73.16126%2C50.112101%2F16,+7 775 325 26 15,,kaskin_1990@mail.ru,,,,,Амангелді Асқаров,8 777 517 04 49,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/683/490/2d4/6834902d46bf6333725467.jpg'},,[],[]
449,,oao-sobinskij-hlebokombinatlfmf,Истекшие,merzimi-ayaqtaldy,Кондитерские изделия,konditerlik-onimderi,Российская Федерация,resej-federaciyasy,"Владимирская область, город Собинка, улица Ленина,д3","https://www.google.kz/maps/place/%D0%A1%D0%BE%D0%B1%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9+%D1%85%D0%BB%D0%B5%D0%B1%D0%BE%D0%BA%D0%BE%D0%BC%D0%B1%D0%B8%D0%BD%D0%B0%D1%82/@55.995272,40.018926,17z/data=!3m1!4b1!4m6!3m5!1s0x414b83697ad8ec55:0x6251197f212feb69!8m2!3d55.995272!4d40.018926!16s%2Fg%2F1hdyyh1c6?hl=ru&entry=ttu",+7 926 604 60 55,,m.Shamil@smartbar.ru,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/5ff/52f/cad/5ff52fcad45bb821085375.jpg'},,[],[]
447,,nazarmuhamedov-rs-zhk,Сертифицированные,sertifikattalgan,Кондитерские изделия,konditerlik-onimderi,Актюбинская обл.,aqtobe-oblysy,"РК, город Актобе, проспект Санки батыра, 1в.",https://2gis.kz/aktobe/geo/70030076156896328?m=57.126434%2C50.300767%2F16,+7 778 833 16 61   /  8 778 666 32 23,,utegenov_82@mail.ru,,,,,Алмат Амангелдіұлы,+7 771 168 9070,almat.ali@mail.ru,https://halaldamu.kz{'path': None},,[],[]
446,,azimov-azim-zhk,Сертифицированные,sertifikattalgan,Колбасное производство,shuzhyq-ondirisi,Жамбылская обл.,zhambyl-oblysy,"РК, Жамбылская область, Байзакский район, село Талас,улица 40 лет, 20В.",https://2gis.kz/taraz/geo/70030076203787571/71.472983%2C42.937725?m=71.473077%2C42.93786%2F17.77,+7 700 402 39 66,,Azim_Azimov1978@mail.ru,,,,,Аблайхан Кәріпбаев,8 702 732 00 42,medrese_hibatulla@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/5fc/751/5a1/5fc7515a176da119036615.jpg'},,[],[]
445,,dastarhan-zhk,Истекшие,merzimi-ayaqtaldy,Общественное питание,tamaqtanu-oryndary,г. Астана,nur-sultan-qalasy,"Астана қаласы, Желтоқсан көшесі, 2т.",https://2gis.kz/astana/branches/70000001089806930/firm/70000001047368350/71.418393%2C51.161786?m=71.418393%2C51.161786%2F13.91,,,,,,,,Дулат Қадырұлы,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/68b/6bc/127/68b6bc1278ee5622424867.jpg'},,[],[]
444,,zhumadildin-anuar-baktybaevich-zhk,Сертифицированные,sertifikattalgan,Фастфуд,fast-fud-onimderi,Актюбинская обл.,aqtobe-oblysy,"Ақтөбе облысы, Алға қаласы, 5 ш.а., 2 үй",https://2gis.kz/aktobe/search/HASS%D0%90Q/firm/70000001088976227/57.320161%2C49.896675?m=57.320161%2C49.896675%2F10.79,8 705 551 45 55,,tooashab@mail.ru,,,,,Алмат Амангелдіұлы,+7 771 168 9070,almat.ali@mail.ru,https://halaldamu.kz{'path': None},,[],[]
443,,safamarua-zhk,Истекшие,merzimi-ayaqtaldy,Фастфуд,fast-fud-onimderi,Кызылординская обл.,qyzylorda-oblysy,"Қызылорда қаласы, Н.Назарбаев көшесі, 13А",https://2gis.kz/kyzylorda/branches/70000001062561362/firm/70000001062409061/65.519403%2C44.805848?m=65.519403%2C44.805848%2F15.15,8 776 622 66 65,,raduga.of@gmail.com,,,,,Шарапатова Перизат,8 747 251 30 99,perizat_010@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/632/442/17e/63244217e6548514627486.jpeg'},,[],[]
442,,aziz-agro-eksport-zhshs,Истекшие,merzimi-ayaqtaldy,Скотобойня,qasaphana,Туркестанская обл.,turkistan-oblysy,"ҚР, Түркістан облысы, Төле би ауданы, Көксәйек ауылы, 045 квартал, 567 үй","https://www.google.com/maps/place/%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B5%D0%B2%D0%BA%D0%B0/@42.2569296,69.9401552,13z/data=!3m1!4b1!4m5!3m4!1s0x38a8c16a7a87f27b:0x575052d55c6d3417!8m2!3d42.2527444!4d69.993743",8 775 309 99 79,,adsagro_kz@mail.ru,,,,,Мұстафа Калджанович,‪+7 771 634 8484‬,,https://halaldamu.kz{'path': None},,[],[]
440,,kobekova-zhk,Сертифицированные,sertifikattalgan,Фастфуд,fast-fud-onimderi,Алматинская обл.,almaty-oblysy,"Алматинская область, Карасайский район, аул Кырагулды, улица Егемен 20",https://2gis.kz/almaty/search/%D0%9A%D0%B0%D1%80%D0%B0%D1%81%D0%B0%D0%B9%D1%81%D0%BA%D0%B8%D0%B9%20%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%2C%20%D0%B0%D1%83%D0%BB%20%D0%9A%D1%8B%D1%80%D0%B0%D0%B3%D1%83%D0%BB%D0%B4%D1%8B%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%95%D0%B3%D0%B5%D0%BC%D0%B5%D0%BD%2020/geo/70030076192452777/76.753047%2C43.174944?m=76.753239%2C43.174519%2F19.65,87074237373,,indira_04.28@mail.ru,,,,,Жұмабеков Жанәбіл,,abdurrahman_2013@bk.ru,https://halaldamu.kz{'path': None},,[],[]
439,,zhana-omir-zhk,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Чимкент,shymkent-qalasy,"Шымкент қаласы, Республика даңғылы, 6/3",https://2gis.kz/shymkent/firm/70000001069467855?m=69.582483%2C42.31919%2F16,8778 400 66 15,,taklgatkyzy001@mail.ru,,,,,Сарыбаев Қазбек,8 701 351 09 38,kazybek-kaz@mail.ru,https://halaldamu.kz{'path': None},,[],[]
438,,sever-et-zhshs,Сертифицированные,sertifikattalgan,Скотобойня,qasaphana,Костанайская обл.,qostanaj-oblysy,,,87145537820,,Sever.et@mail.ru,,,,,Балахмет Алишер,8 775 108 38 18,alisherbt_94@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/5fb/15f/a83/5fb15fa83d4f2582660708.jpg'},,[],[]
437,,jcs-corparation-zhshs,Истекшие,merzimi-ayaqtaldy,Полуфабрикаты,muzdatylgan-zhartylaj-dajyn-onimderi,г. Алматы,almaty-qalasy,"ҚР, Алматы қаласы, Гагарин көшесі, 238А",https://2gis.kz/almaty/inside/9430047374991629/firm/70000001076197540,+7 707 577 75 18,,ERDYARFood@mail.ru,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': None},,[],[]
436,,zhorabaj-asan-zhk,Сертифицированные,sertifikattalgan,Колбасное производство,shuzhyq-ondirisi,Алматинская обл.,almaty-oblysy,"Алматы облысы, Қарасай ауданы, Қаскелең қаласы, Достық көшесі, құрылыс 4Г ",https://2gis.kz/almaty/geo/70030076203097178/tab/inside?m=76.645858%2C43.205491%2F19.26,8775 824 99 19,,,,,,,Жұмабеков Жанәбіл,,abdurrahman_2013@bk.ru,https://halaldamu.kz{'path': None},,[],[]
435,,kazbuilding-10-zhshs,Сертифицированные,sertifikattalgan,Фастфуд,fast-fud-onimderi,Алматинская обл.,almaty-oblysy,"ҚР, Алматы облысы, Қонаев қаласы, 3 ы.а., 19Б.",https://2gis.kz/almaty/firm/70000001057390594?m=77.060077%2C43.850113%2F16,8747 180 92 92,,nuraga@internet.ru,,,,,Жұмабеков Жанәбіл,,abdurrahman_2013@bk.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/639/801/536/6398015364283672783611.jpg'},,[],[]
434,,sybankulova-zhk,Истекшие,merzimi-ayaqtaldy,Общественное питание,tamaqtanu-oryndary,Жамбылская обл.,zhambyl-oblysy,"Тараз қаласы, Комратова көшесі, 94",https://2gis.kz/taraz/search/%D0%BA%D0%BE%D0%BC%D1%80%D0%B0%D1%82%D0%BE%D0%B2%2094/firm/70000001056259540?m=71.365906%2C42.881048%2F18,8 708 913 11 25,,info@abadiy.com,,,,,Аблайхан Кәріпбаев,8 702 732 00 42,medrese_hibatulla@mail.ru,https://halaldamu.kz{'path': None},,[],[]
